Category,DayOfWeek,Date,Time,X,Y
RECOVERED PROPERTY,Wednesday,4/3/2013,,-122.2862645,47.54889698
BURGLARY,Wednesday,4/3/2013,,-122.3295574,47.67229083
OTHER PROPERTY,Wednesday,4/3/2013,,-122.3131157,47.66218058
OTHER PROPERTY,Wednesday,4/3/2013,,-122.3131157,47.66218058
PICKPOCKET,Wednesday,4/3/2013,,-122.3174884,47.6140991
BURGLARY,Wednesday,4/3/2013,,-122.3480248,47.52739456
BURGLARY,Wednesday,4/3/2013,,-122.3553114,47.69150678
OTHER PROPERTY,Wednesday,4/3/2013,,-122.3341912,47.59607621
WARRANT ARREST,Wednesday,4/3/2013,,-122.3382473,47.6102463
VEHICLE THEFT,Wednesday,4/3/2013,,-122.3009062,47.6618883
VEHICLE THEFT,Wednesday,4/3/2013,,-122.3009062,47.6618883
CAR PROWL,Wednesday,4/3/2013,,-122.3252933,47.67687398
PROPERTY DAMAGE,Wednesday,4/3/2013,,-122.2635503,47.67619711
BURGLARY,Wednesday,4/3/2013,,-122.2848385,47.6698891
BURGLARY,Wednesday,4/3/2013,,-122.2848385,47.6698891
DISTURBANCE,Wednesday,4/3/2013,,-122.3335291,47.60088239
DISTURBANCE,Wednesday,4/3/2013,,-122.3335291,47.60088239
DISTURBANCE,Wednesday,4/3/2013,,-122.3246298,47.70231048
DISTURBANCE,Wednesday,4/3/2013,,-122.3246298,47.70231048
PROPERTY DAMAGE,Wednesday,4/3/2013,,-122.3485757,47.65476698
FRAUD,Wednesday,4/3/2013,,-122.3322515,47.60201216
VEHICLE THEFT,Wednesday,4/3/2013,,-122.3219829,47.62469409
VEHICLE THEFT,Wednesday,4/3/2013,,-122.3219829,47.62469409
THREATS,Wednesday,4/3/2013,,-122.3317052,47.62081602
STOLEN PROPERTY,Wednesday,4/3/2013,,-122.3580398,47.62152984
STOLEN PROPERTY,Wednesday,4/3/2013,,-122.2970284,47.72109703
OTHER PROPERTY,Wednesday,4/3/2013,,-122.3334984,47.60337609
CAR PROWL,Wednesday,4/3/2013,,-122.3120595,47.58594283
TRESPASS,Wednesday,4/3/2013,,-122.3368905,47.61044024
TRESPASS,Wednesday,4/3/2013,,-122.3368905,47.61044024
